,_id,brewery,name,category,style,updated,abv,description,ibu,srm,upc
424,beer_Beacon_Barleywine,Santa Cruz Brewing,Beacon Barleywine,,,2010-07-22 20:00:20,,,,,
425,beer_Beacon_India_Pale_Ale,Lighthouse Brewing,Beacon India Pale Ale,North American Ale,American-Style Pale Ale,2010-07-22 20:00:20,,,,,
426,beer_Bear_Ale,Traquair House Brewery,Bear Ale,,,2010-07-22 20:00:20,5,,,,
427,beer_Bear_Tooth_Ale,Moose's Tooth Pub and Pizzeria,Bear Tooth Ale,North American Ale,American-Style Brown Ale,2010-07-22 20:00:20,6.2,"A deep-red, full-bodied, malty ale heavily hopped with Centennial hops to produce a citrusy, spruce-like flavor and aroma. A final dose of Centennail hops in the conditioning tank lends an India Pale Ale-like aroma to the finished beer.",,,
428,beer_Beast_Bitter,Middle Ages Brewing,Beast Bitter,British Ale,Extra Special Bitter,2010-07-22 20:00:20,5.3,"This special bitter displays the subtle coppery hue of ""Old Gold"". It's depth of lingering hop flavor awakens the palate.",,,
429,beer_Beau_Rivage_Bock,Coast Brewing,Beau Rivage Bock,North American Lager,American-Style Lager,2010-07-22 20:00:20,,,,,
430,beer_Beaver_Tail_Brown_Ale,Hubcap Brewery and Kitchen,Beaver Tail Brown Ale,North American Ale,American-Style Brown Ale,2010-07-22 20:00:20,,,,,
431,beer_Beck's_Light,Brauerei Beck,Beck's Light,German Lager,European Low-Alcohol Lager,2010-12-20 16:12:12,,,,,
432,beer_BeckÂ´s,Beck's,BeckÂ´s,German Lager,German-Style Pilsener,2010-07-22 20:00:20,4.5,"German Pilsner beer, with quite a bit of hops taste.",,,
433,beer_Beekeepers_Honey_Ale,Minocqua Brewing Company,Beekeepers Honey Ale,,,2010-07-22 20:00:20,,,,,
434,beer_Beer,Mehana Brewing,Beer,,,2010-07-22 20:00:20,,,,,
435,beer_Beer_Esteem,Russian River Brewing,Beer Esteem,North American Lager,American-Style Lager,2010-07-22 20:00:20,5.6,"""If you can't feel good about your beer... what else is worth feeling good about.""
We call Beer Esteem a California Common because it is brewed with a lager yeast and it is fermented at warmer ale temperatures. However, Beer Esteem is distinctly different from other California Commons. With a unique hop profile, a lager yeast not typically used for the style, and a ""Russian River"" twist, Beer Esteem is anything but ""Common.""",,,
436,beer_Beer_Geek_Breakfast,Mikkeller,Beer Geek Breakfast,North American Ale,American-Style Imperial Stout,2010-07-22 20:00:20,7.5,"Breakfast is the most important meal of the day, many say, and if you are a beer geek there is no better way to start the day than with a powerful, complex morning stout. The unique mix of oats and coffee gives this beer large body and power, while the coffee, at the same time, creates a nice balance.",,,
437,beer_Beer_Line_2000,Lakefront Brewery,Beer Line 2000,,,2010-07-22 20:00:20,,,,,
438,beer_Beer_Town_Brown,BridgePort Brewing,Beer Town Brown,North American Ale,American-Style Brown Ale,2010-07-22 20:00:20,,,,,
439,beer_Beer_Works_Ale_Golden,Pokka Beer Works,Beer Works Ale Golden,,,2010-07-22 20:00:20,,,,,
440,beer_Beewolf_Braggot,Dogfish Head Craft Brewery,Beewolf Braggot,,,2010-07-22 20:00:20,7,"This is a hybrid of ale and mead made with 51% malted barley (Pale and Munich malted barley) and 49% Orange blossom honey, it is lightly hopped, spiced with Hibiscus flowers and fermented with Australian ale yeast.

Our Milton, DE microbrewery brewer Jon Talkington came up with this beer because of his love of different kinds of meads and his interest in Nordic lore and mythology.  The name Beewolf is the name Beowulf translated, meaning bear.
 
Color- light amber.
Aroma- Pear like fruitiness, with a clean malt and floral honey nose.
Flavor- sweet malt and honey with a subtle fruitiness and a hint of caramel.
ABV 7.0%
IBU's 25

Due to the limited availability of Beewolf Braggot, we are sorry that we are not able to offer growlers to go.",,,
441,beer_Bee_Sting_Honey_Ale,Great Divide Brewing,Bee Sting Honey Ale,North American Ale,American-Style Pale Ale,2010-07-22 20:00:20,5.9,,,,
442,beer_Bee_Sting_Honey_Rye_Ale,Walldorff Brew Pub,Bee Sting Honey Rye Ale,Other Style,American Rye Ale or Lager,2010-07-22 20:00:20,6.5,A smooth golden ale flavored with Pilsner malt and fresh local honey from Schaefer Shack Farms.,,,
443,beer_Befuddelator_Doppelbock,Titletown Brewing,Befuddelator Doppelbock,German Lager,Traditional German-Style Bock,2010-07-22 20:00:20,,,,,
444,beer_Behemoth_Barley_Wine,Three Floyds Brewing,Behemoth Barley Wine,North American Ale,American-Style Barley Wine Ale,2010-07-22 20:00:20,10.5,,,,
445,beer_Belgian_Abbey,Faultline Brewing #1,Belgian Abbey,,,2010-07-22 20:00:20,,,,,
446,beer_Belgian_Abbey_Dubbel,Flying Fish Brewing Company,Belgian Abbey Dubbel,Belgian and French Ale,Belgian-Style Dubbel,2010-07-22 20:00:20,7,"This Belgian-style Abbey Dubbel is an exceptionally complex beer with many interwoven flavors. This classic-style Abbey beer features an immense head with a fruity nose and a generous body. Malty in the middle, the beer features a clean, almondy dry finish and a slight alcohol warmth. More like a wine than a beerâit has a lot of the qualities of a fine Burgundy.

Beer writer Michael Jackson has praised the Flying Fish Dubbel as ""a wonderful example of the style.""",,,
447,beer_Belgian_Abbey_Red,Karl Strauss Brewery Gardens - Sorrento Mesa,Belgian Abbey Red,,,2010-07-22 20:00:20,,,,,
448,beer_Belgian_Ale_(discontinued),Gottberg Brew Pub,Belgian Ale (discontinued),,,2010-07-22 20:00:20,,,,,
449,beer_Belgian_Brown,Thunderhead Brewery,Belgian Brown,,,2010-07-22 20:00:20,,,,,
450,beer_Belgian_Burgundy_Ale,Brasserie De L'Abbaye Des Rocs,Belgian Burgundy Ale,,,2010-07-22 20:00:20,9,,,,
451,beer_Belgian_Double,On Tap Bistro & Brewery,Belgian Double,,,2010-07-22 20:00:20,7,,,,
452,beer_Belgian_Freeze_Winter_Ale,River Horse Brewing Company,Belgian Freeze Winter Ale,North American Ale,Dark American-Belgo-Style Ale,2010-07-22 20:00:20,8,"As the days grow shorter and frost becomes snow, our Belgian Freeze winter ale is the perfect remedy to loosen the spirits. This deep amber tonic is brewed with lots of roasted caramel malt for body and warmth to bring in the holidays and see you through the spring.",,,
453,beer_Belgian_Singel,Independence Brew Pub,Belgian Singel,,,2010-07-22 20:00:20,,,,,
454,beer_Belgian_Style_Wit,Oyster Bar Bistro and Brewery,Belgian Style Wit,,,2010-07-22 20:00:20,,,,,
455,beer_Belgian_Summer_Ale,Titletown Brewing,Belgian Summer Ale,,,2010-07-22 20:00:20,,,,,
456,beer_Belgian_Tripel,Faultline Brewing #1,Belgian Tripel,,,2010-07-22 20:00:20,,,,,
457,beer_Belgian_Trippel,Rock Bottom Restaurant & Brewery - Milwaukee,Belgian Trippel,,,2010-07-22 20:00:20,,,,,
458,beer_Belgian_Wheat,Brewery Creek Brewing,Belgian Wheat,,,2010-07-22 20:00:20,,,,,
459,beer_Belgian_White,Long Trail Brewing Co,Belgian White,Belgian and French Ale,Belgian-Style White,2010-07-22 20:00:20,4.7,"Our Belgian White Ale is modeled after the original Belgian Witbiers brewed in monasteries during the early 14th century. The soft notes of citrus and spice are topped with a light, fluffy head that finishes clean and crisp. This all natural ale is our latest seasonal brew, perfect for lounging lake-side or celebrating at trail's end.",,,
460,beer_Belgian_Wit,Four Peaks Brewing,Belgian Wit,Belgian and French Ale,Belgian-Style White,2010-07-22 20:00:20,,"Belgian Wits originated in Belgium, in the area of Brabant just east of Brussels. This are was a part of the Netherlands in the early 1800's and was the wheat growing region. In this era, the Dutch basically controlled the spice trade, thus, coriander as well as Curacao orange peel made its way into the beer. Spices were used well before the widespread use of hops in beer. At one point there were more than thirty breweries producing a Wit, but overtime the style died off and in 1954 the last of the breweries ceased operations. One of the most famous brands of Belgian Wits is Hoegaarden (pronounced ""Who Garden"") produced by Pierre Celis back in 1966. This revived the style and by the 1980's it was popular again!

Belgian Wits are similar to a Hefeweizen with respect to the cloudiness of the beer and some phenolic (clove) and tart flavors. Wits should have white, rocky head when poured and should be almost white in appearance, hence the name. 

You will smell oranges and coriander which is different than a Hefeweizen that smells of banana and clove. Our version of a Belgian Wit is called ""Hoof - Hearted Wit,"" and it is brewed to style with dried bitter and sweet orange peel and coriander seeds.",,,
461,beer_Belikin_Stout,Belize Brewing,Belikin Stout,North American Ale,American-Style Stout,2010-07-22 20:00:20,,,,,
462,beer_Bell's_Batch_9000,Bell's Brewery Inc.,Bell's Batch 9000,North American Ale,American-Style Strong Pale Ale,2010-07-22 20:00:20,12.5,"""Black, dense, and rich, this is a great ale for the cellar."" This big brew is made with molasses and brewer's licorice.",,,
463,beer_Bell's_Cherry_Stout,Bell's Brewery Inc.,Bell's Cherry Stout,Other Style,Fruit Beer,2010-07-22 20:00:20,7,"A rich and powerful beer with tart cherry appeal, make this a fine stout.",,,
464,beer_Bell's_Christmas_Ale,Bell's Brewery Inc.,Bell's Christmas Ale,British Ale,Scotch Ale,2010-07-22 20:00:20,,"A Scotch Ale, âbrewed with 100% Michigan barley and a blend of Pacific Northwest and Michigan hops.â",,,
465,beer_Bellegems_Bruin,Brouwerij Bockor,Bellegems Bruin,,,2010-07-22 20:00:20,5.5,,,,
466,beer_Belle_Gunness_Stout,Back Road Brewery,Belle Gunness Stout,North American Ale,American-Style Stout,2010-07-22 20:00:20,5,"A notorious drink that's as dark as its' namesakes history!!  It is named after the infamous LaPorte, Indiana serial killer herself, Belle Gunness of 1908.  This Irish-style dry stout is amazingly smooth to drink.  You will taste chocolate, coffee and roasty flavors in every sip.  Don't be afraid of the dark.  A true dark beer lover would die to try it.  It definitely would not kill you to dig some up.",,,
467,beer_Below_Decks,Clipper City Brewing Co.,Below Decks,North American Ale,American-Style Barley Wine Ale,2010-07-22 20:00:20,10,Created to celebrate Clipper Cityâs 10th Anniversary â extremely limited and âvintageâ dated â this extravagantly malty barley wine will show well upon release but continue to evolve for years. Seasonally available in December while supplies last. Voted #1 beer by Mahaffeyâs Pub.,,,
468,beer_Belzebuth,Brasserie Grain D'Orge,Belzebuth,North American Ale,Golden or Blonde Ale,2010-07-22 20:00:20,13,"Beer of top fermentation, Belzebuth represents the achievement of a more than one hundred year-old know-how, the one of the Brewery Grain d'Orge. Under its copper colour, it hides a strong character for the lovers of sensations. It owes its strength to the subtle mixture of pure malts, hops and yeasts especially selected by our Master-Brewer.

At one time this beer was 15%. After the name change it was lowered to 13%.",,,
469,beer_Benchmark_Old_Ale,Portland Brewing,Benchmark Old Ale,British Ale,Old Ale,2010-07-22 20:00:20,9.9,,,,
470,beer_Benchwarmer_Porter,Cooperstown Brewing Company,Benchwarmer Porter,Irish Ale,Porter,2010-07-22 20:00:20,6.4,"""Benchwarmer"" is a very smooth Porter brewed in accordance with the original ""high gravity"" porters of early London. More than 4% chocolate malt, which is the most similar to the brown malts of the early 1700âs, gives ""Benchwarmer"" its dry coffee-like finish. It is fermented with the Ringwood yeast which is an excellent yeast for the brewing of porters. The widely accepted theory of how porter got its name is that it was a very popular beer among the porters who hauled produce and goods around the marketplace of early industrialized London.",,,
471,beer_Bender_Beer,Surly Brewing,Bender Beer,North American Ale,American-Style Brown Ale,2010-07-22 20:00:20,5.1,"This beer is an amalgamation of styles; brown/porter/apa. Five distinct malts, including two from Belgium, give this beer added complexity and depth. We also add oatmeal to this beer to give it a smooth texture not usually associated with this type of beer. We add large amounts of American finishing hops to give Bender a citrus hop aroma because... we like hops. This is a session beer weighing in around 5% alcohol and 25 IBUs. Grab one today, we think you will want another!",,,
472,beer_Benediktiner_Dunkel,Maisel Bru,Benediktiner Dunkel,,,2010-07-22 20:00:20,,,,,
473,beer_Bengali_Tiger,Sixpoint Craft Ales,Bengali Tiger,North American Ale,American-Style India Pale Ale,2010-07-22 20:00:20,6.5,"Sixpoint Bengali Tiger is reminiscent of the century-old English IPA. In my perspective, many current IPAs suffer from lacking substance; unbalanced by a hoppy assertiveness that is not substantiated by a strong foundation of rich malt flavors. Our interpretation uses the highest-quality, floor-malted base malt, which lends a full-bodied and rich caramel flavor. We mash at high temperatures and add generous amounts of specialty malts to further emphasize a strong foundation of malt as leverage for our generous additions of hopsâ¦ Which are indeed generous. We use a total of three different hop strains, and add a total of six different additions throughout the process. The Bengali Tiger has a hoppy snap upfront, but strides at a steady pace, and finishes balanced. The signature characteristic of the Tiger is the aromaâ¦ we use massive quantities of whole East Kent Goldings hops to dry hop in our conditioning tanks. The result? The essential oils from the hops are an enticing treat before every sip. Notice the lacing of stripes around the pint glass as you finish your glass; itâs the mark of the Tiger.",,,
474,beer_Bengal_Gold_India_Pale_Ale,Triumph Brewing of Princeton,Bengal Gold India Pale Ale,North American Ale,American-Style Pale Ale,2010-07-22 20:00:20,,,,,
475,beer_Bent_Nail_IPA,Red Lodge Ales,Bent Nail IPA,North American Ale,American-Style India Pale Ale,2010-07-22 20:00:20,,,,,
476,beer_Berghoff_Genuine_Dark,Minhas Craft Brewery,Berghoff Genuine Dark,North American Lager,American-Style Lager,2010-07-22 20:00:20,,,,,
477,beer_Berghoff_Hefeweizen,Minhas Craft Brewery,Berghoff Hefeweizen,German Ale,South German-Style Hefeweizen,2010-07-22 20:00:20,,,,,
478,beer_Berghoff_Oktoberfest_Beer,Minhas Craft Brewery,Berghoff Oktoberfest Beer,German Lager,German-Style Oktoberfest,2010-07-22 20:00:20,5.2,,,,
479,beer_Berghoff_Original_Lager_Beer,Minhas Craft Brewery,Berghoff Original Lager Beer,North American Lager,American-Style Lager,2010-07-22 20:00:20,5.6,,,,
480,beer_Berkshire_Springs_Stock_Ale,Tunner's Guild Brewing Systems,Berkshire Springs Stock Ale,North American Ale,American-Style Brown Ale,2010-07-22 20:00:20,,,,,
481,beer_Berliner_Weisse,Weinkeller Brewery - Berwyn,Berliner Weisse,,,2010-07-22 20:00:20,,,,,
482,beer_Berserker_Imperial_Stout,Midnight Sun Brewing Co.,Berserker Imperial Stout,North American Ale,American-Style Imperial Stout,2010-07-22 20:00:20,12.7,"Vicious and viscous, this menacing brew pours opaque black with a creamy maduro-colored head. Its aroma offers seductive whiskey, chewy red wine, dark fruit and lavish tobacco. Berserker Imperial Stout invades your taste buds with in-your-face flavor. Weighing in at almost 13% alcohol by volume, Berserker is completely out-of-control. Give it a good fight.

This version of Berserker Imperial Stout was aged in both red wine and whiskey barrels. The entire batch was brought back together before being packaged in kegs and 22-oz bottles.",,,
483,beer_Best_Bitter,Faultline Brewing #2,Best Bitter,,,2010-07-22 20:00:20,,,,,
484,beer_Best_Bitter_Ale,Jack Russell Brewing,Best Bitter Ale,,,2010-07-22 20:00:20,,,,,
485,beer_Best_Brown,"Pyramid Alehouse, Brewery and Restaurant - Berkeley",Best Brown,North American Ale,American-Style Brown Ale,2010-07-22 20:00:20,,,,,
486,beer_Best_Brown_Ale,Bell's Brewery Inc.,Best Brown Ale,North American Ale,American-Style Brown Ale,2010-07-22 20:00:20,5.8,Rich brown ale perfect for the fall and winter. Plenty of malt character and smooth sweet finish give this brown ale its distinct character.,,,
487,beer_Best_Bull,Egan Brewing,Best Bull,,,2010-07-22 20:00:20,5.9,,,,
488,beer_Best_Mild_(discontinued),Yamhill Brewing,Best Mild (discontinued),British Ale,English-Style Pale Mild Ale,2010-07-22 20:00:20,,,,,
489,beer_Beyond_The_Gates_Double_IPA,Spring House Brewing Company,Beyond The Gates Double IPA,North American Ale,Imperial or Double India Pale Ale,2010-07-22 20:00:20,7.5,"This beer is for those of you who have been enjoying Seven Gates Pale Ale, and are ready for that next step. Beyond the Gates Double IPA is a highly hopped brew featuring plenty of Cascade and Columbus hops. These varieties give Beyond the Gates a floral citrus aroma, and pack plenty of hopped up flavor into this full-bodied ale, which is coming in @ 7.5 ABV. Let us take you Beyond the Gates, and you'll never look back!",,,
490,beer_BÃªte_Blanche,Elysian Brewery & Public House,BÃªte Blanche,,,2010-07-22 20:00:20,,,,,
491,beer_BÃªte_des_Vosges,Brasserie des Vosges,BÃªte des Vosges,British Ale,Old Ale,2010-07-22 20:00:20,,,,,
492,beer_Bhagwan's_Best_IPA,Big Time Brewing,Bhagwan's Best IPA,North American Ale,American-Style India Pale Ale,2010-07-22 20:00:20,5,"Building on a classic English style and adding some uniquely Northwest touches, Bhagwan's Best has developed fiercely loyal following wherever it is served.  Bursting with local hop flavor, bitterness, and aroma, it is a particular treat when served dry-hopped and cask-conditioned on Big Time's beer engine. O.G. 16 Plato (1.064), alcohol is approximately 5% by weight.",,,
493,beer_Biere_de_Mars,Jolly Pumpkin Artisan Ales,Biere de Mars,British Ale,Old Ale,2010-07-22 20:00:20,7,A sustaining beer that is brewed to comfort in the gusty ides of March and welcome in a wealth of warmer weather.,,,
494,beer_BiÃ¨re_Blanche,Brouwerij St. Bernardus,BiÃ¨re Blanche,,,2010-07-22 20:00:20,,,,,
495,beer_BiÃ¨re_Darbyste,Brasserie de Blaugies,BiÃ¨re Darbyste,Other Style,Light American Wheat Ale or Lager,2010-07-22 20:00:20,,,,,
496,beer_BiÃ¨re_de_Gamme,Brasserie Artisanale de Rulles,BiÃ¨re de Gamme,,,2010-07-22 20:00:20,,,,,
497,beer_BiÃ¨re_de_Mars,Brasserie D'Achouffe,BiÃ¨re de Mars,,,2010-07-22 20:00:20,,,,,
498,beer_BiÃ¨re_de_Miel,Brasserie Dupont,BiÃ¨re de Miel,,,2010-07-22 20:00:20,,,,,
499,beer_BiÃ¨re_de_NoÃ«l,Brasserie Duyck,BiÃ¨re de NoÃ«l,,,2010-07-22 20:00:20,,,,,
500,beer_BiÃ¨re_du_Boucanier,ICOBES b.v.b.a.,BiÃ¨re du Boucanier,,,2010-07-22 20:00:20,,,,,
501,beer_BiÃ¨re_du_Lion,Brasserie de Vervifontaine,BiÃ¨re du Lion,,,2010-07-22 20:00:20,,,,,
502,beer_BiFrÃ¶st_Winter_Ale,Elysian Brewery & Public House,BiFrÃ¶st Winter Ale,North American Ale,American-Style Pale Ale,2010-07-22 20:00:20,,,,,
503,beer_Bigfoot,Sierra Nevada Brewing Co.,Bigfoot,North American Ale,American-Style Barley Wine Ale,2010-07-22 20:00:20,9.6,"From the Sierra Nevada Brewing Co. website:
This year marks the 25th release of Bigfoot®. Our award-winning barleywine boasts a dense, fruity bouquet, an intense flavor palate and a deep reddish-brown color. Its big maltiness is superbly balanced by a wonderfully bittersweet hoppiness. 

",,,
504,beer_Bigfoot_1991,Sierra Nevada Brewing Co.,Bigfoot 1991,,,2010-07-22 20:00:20,9.6,,,,
505,beer_Bigfoot_1994,Sierra Nevada Brewing Co.,Bigfoot 1994,,,2010-07-22 20:00:20,9.6,,,,
506,beer_Bigfoot_1996,Sierra Nevada Brewing Co.,Bigfoot 1996,,,2010-07-22 20:00:20,9.6,,,,
507,beer_Bigfoot_1997,Sierra Nevada Brewing Co.,Bigfoot 1997,,,2010-07-22 20:00:20,9.6,,,,
508,beer_Bigfoot_1998,Sierra Nevada Brewing Co.,Bigfoot 1998,,,2010-07-22 20:00:20,9.6,,,,
509,beer_Bigfoot_1999,Sierra Nevada Brewing Co.,Bigfoot 1999,,,2010-07-22 20:00:20,9.6,,,,
510,beer_Bigfoot_2000,Sierra Nevada Brewing Co.,Bigfoot 2000,,,2010-07-22 20:00:20,9.6,,,,
511,beer_Bigfoot_2001,Sierra Nevada Brewing Co.,Bigfoot 2001,,,2010-07-22 20:00:20,9.6,,,,
512,beer_Bigfoot_2002,Sierra Nevada Brewing Co.,Bigfoot 2002,,,2010-07-22 20:00:20,9.6,,,,
513,beer_Bigfoot_2003,Sierra Nevada Brewing Co.,Bigfoot 2003,,,2010-07-22 20:00:20,9.6,,,,
514,beer_Bigfoot_2004,Sierra Nevada Brewing Co.,Bigfoot 2004,,,2010-07-22 20:00:20,9.6,,,,
515,beer_Bigfoot_2005,Sierra Nevada Brewing Co.,Bigfoot 2005,,,2010-07-22 20:00:20,9.6,,,,
516,beer_Bigfoot_2006,Sierra Nevada Brewing Co.,Bigfoot 2006,,,2010-07-22 20:00:20,9.6,,,,
517,beer_Bighorn_IPA,Barley Brothers Brewery and Grill,Bighorn IPA,North American Ale,American-Style India Pale Ale,2010-07-22 20:00:20,,,,,
518,beer_Big_Ale,Brimstone Brewing,Big Ale,British Ale,Old Ale,2010-07-22 20:00:20,,,,,
519,beer_Big_A_IPA,Smuttynose Brewing Co.,Big A IPA,North American Ale,Imperial or Double India Pale Ale,2010-07-22 20:00:20,9.6,"Our Big A IPA has earned its share of praise over the last few years. In 2004 the New York Times named it its top IPA , and in 2007 Mens Journal Magazine included it on its list of 25 best beers in America. The last of each year's edition typically leaves our warehouse around mid-May, and, as always, it doesn't last long. 

Stash Wojciechowski, the âKiller Kielbasa,â created this bonafide India Pale Ale recipe exclusively for the Smuttynose Big Beer Series.",,,
520,beer_Big_Bad_Dog_Old_English_Ale,Blue Cat Brew Pub,Big Bad Dog Old English Ale,British Ale,Old Ale,2010-07-22 20:00:20,,,,,
521,beer_Big_Bark_Amber_Lager,Live Oak Brewing,Big Bark Amber Lager,North American Lager,American-Style Lager,2010-07-22 20:00:20,,"""Smooth"" is the first word from your mouth after a taste of Big Bark Amber. This Vienna-style lager has a reddish-amber color with a smooth, malty flavor and low hop bitterness. It is made from Czech and German malts and German hops. ""All Bark, No Bite."" Everyone likes this beer.",,,
522,beer_Big_Bear_Black_Stout,Bear Republic Brewery,Big Bear Black Stout,North American Ale,American-Style Imperial Stout,2010-07-22 20:00:20,8.1,"Big Bear, as the name implies, is a hefty, black, Russian Imperial-style stout. This bold stout boasts a rich, caramel sweetness lavished by a robust, deep-roasted heartiness you can sink your teeth into. ...Big Bear's bold flavors are produced using a blend of Belgian and English roasted barley and crystal malts. Some unique flavors come forth in the malt character. ...Louisiana sweet molasses and dark brown sugar. This dark brew is well hopped with Chinook and Cascade hops, which are somewhat, masked by the malt. This is a balanced bold brew boasting an A.V.B. of 8.1% that can creep up on you, ""so don't get mauled"". It has a dry roasted quality that masks its' high alchohol content, so drink responsibly. 2004 California State Fair, Silver Medal Winner; 2002 World Beer Cup, Gold Medal Winner; 
2002 Annual Bistro Beer Festival, Hayward, Gold Medal Winner; 2001 North American Brewers' Award, Honorable Mention - og 1.076, ABV 8.1%, IBU 68.",,,
523,beer_Big_Bear_Stout,Deep Creek Brewing,Big Bear Stout,North American Ale,American-Style Stout,2010-07-22 20:00:20,,,,,
524,beer_Big_Ben_Brown,Bull & Bush Pub & Brewery,Big Ben Brown,North American Ale,American-Style Brown Ale,2010-07-22 20:00:20,,,,,
525,beer_Big_Bertha_Brown,Top of the Hill Restaurant and Brewery,Big Bertha Brown,North American Ale,American-Style Brown Ale,2010-07-22 20:00:20,,,,,
526,beer_Big_Black_Stout,Routh Street Brewery and Grille,Big Black Stout,North American Ale,American-Style Stout,2010-07-22 20:00:20,,,,,
527,beer_Big_Black_Voodoo_Daddy,"Voodoo Brewing Co.,LLC",Big Black Voodoo Daddy,North American Ale,American-Style Imperial Stout,2010-07-22 20:00:20,12,"This is our Imperial Stout that we age in conditioning tanks with oak staves.  This adds a classic character of old world aging with out the Bourbon tones. This black ale is about 12% alc. and very rich in roasted and chocolate malt tones.  Velvety smooth and able tobe aged for years. For now this will be a Seasonal Beer Offering. 

All Beers to be bottle conditioned and Refermented.",,,
528,beer_Big_Boat_Oatmeal_Stout,"Fitger's Brewhouse, Brewery and Grill",Big Boat Oatmeal Stout,North American Ale,American-Style Stout,2010-07-22 20:00:20,6.6,,,,
529,beer_Big_Buck_Beer,Big Buck Brewery,Big Buck Beer,North American Ale,American-Style Pale Ale,2010-07-22 20:00:20,5.2,"A standard American-style beer and our flagship brand.  A small amount of corn is added to the grist to give the brew a smooth character.  Features a rich, golden color and a light malt character balanced with a mild dose of hops.",,,
530,beer_Big_Butt_Doppelbock,Jacob Leinenkugel Brewing Company,Big Butt Doppelbock,German Lager,Traditional German-Style Bock,2010-07-22 20:00:20,5.8,,,,
531,beer_Big_Daddy_Brown,Mad Anthony Brewing,Big Daddy Brown,North American Ale,American-Style Brown Ale,2010-07-22 20:00:20,,,,,
532,beer_Big_Daddy_IPA,Speakeasy Ales and Lagers,Big Daddy IPA,North American Ale,American-Style India Pale Ale,2010-07-22 20:00:20,6.5,"No lightweight, Big Daddy I.P.A tips the scales with a huge hop flavor and a clean, dry finish that leaves the scene without a trace.",,,
533,beer_Big_Dick's_Olde_Ale,Arcadia Brewing,Big Dick's Olde Ale,British Ale,Old Ale,2010-07-22 20:00:20,8.2,"Somewhat of a cousin to Barleywine, Big Dickâs is a classic English-style Olde Ale.  Sweet and full-bodied malt flavors are complemented by a fragrant but mild hop bitterness.  Sweet, bready malt aromas combine with rich flavors of dark fruit, brown sugar, caramel, and sweet nuts. A beer for keeping, Big Dickâs Olde Ale will age gracefully, while fruity flavors continue to develop and bitterness will subside.

This is not only a BIG beer, it is a Well-Endowed Ale!  We took a traditional English-style Ale and made it our own.  Delightful on its own or as a digestif with a full-bodied cigar, Big Dickâs is also big enough to stand up to many boldly-flavored foods.",,,
534,beer_Big_Easy_Beer,Lakefront Brewery,Big Easy Beer,German Lager,Traditional German-Style Bock,2010-07-22 20:00:20,,,,,
535,beer_Big_Eye_IPA,Ballast Point Brewing,Big Eye IPA,North American Ale,American-Style India Pale Ale,2010-07-22 20:00:20,6,"ndia Pale Ale is a style of beer that was developed in England during the period of the British Empire. It is derived from bitter ales but contains even more alcohol and hops. This helped preserve the beer on its long sea journey around Cape Hope to India.

British troops returning from India brought their love of this beer back with them so breweries began brewing it for the home market as well. Sadly, the style had mostly died out in England by the late twentieth century.

American home brewers began to brew I.P.A. because of their love for the intense hoppiness of the style. In time American I.P.A.s became much more aggressively bitter and hoppy than their historical predecessors.

Big Eye I.P.A. is our version of this wonderful style.  American Centennial hops are  used exclusively to bitter, flavor, finish, and dry hop the Big Eye. Its full hop flavor is guaranteed to please the palate of the true hop head.",,,
536,beer_Big_Hoppy_Monster,Terrapin Beer Company,Big Hoppy Monster,North American Ale,American-Style Amber/Red Ale,2010-07-22 20:00:20,8.75,This mammoth imperial red ale leads with a tantalizing hop aroma that is quickly complemented by an enormous malt backbone & finished with a multitude of hoppy goodness.,,,
537,beer_Big_Hop_Harvest_Ale,East End Brewing Company,Big Hop Harvest Ale,North American Ale,American-Style India Pale Ale,2010-07-22 20:00:20,7.4,,,,
538,beer_Big_Hop_IPA,East End Brewing Company,Big Hop IPA,North American Ale,American-Style India Pale Ale,2010-07-22 20:00:20,5.8,,,,
539,beer_Big_Horn_Big_Red_Ale,C.B. & Potts of Cheyenne,Big Horn Big Red Ale,North American Ale,American-Style Pale Ale,2010-07-22 20:00:20,,,,,
540,beer_Big_Horn_Bluesberry,C.B. & Potts of Cheyenne,Big Horn Bluesberry,Other Style,Light American Wheat Ale or Lager,2010-07-22 20:00:20,,,,,
541,beer_Big_Horn_Buttface_Amber,C.B. & Potts of Cheyenne,Big Horn Buttface Amber,North American Ale,American-Style Amber/Red Ale,2010-07-22 20:00:20,,,,,
542,beer_Big_Horn_Fort_Collins_Stout,C.B. & Potts of Cheyenne,Big Horn Fort Collins Stout,North American Ale,American-Style Stout,2010-07-22 20:00:20,,,,,
543,beer_Big_Horn_Hefeweizen,C.B. & Potts of Cheyenne,Big Horn Hefeweizen,German Ale,South German-Style Hefeweizen,2010-07-22 20:00:20,,,,,
544,beer_Big_Horn_Light,C.B. & Potts of Cheyenne,Big Horn Light,North American Lager,American-Style Lager,2010-07-22 20:00:20,,,,,
545,beer_Big_Horn_Nut_Brown_Ale,Rock Bottom Restaurant & Brewery - Minneapolis,Big Horn Nut Brown Ale,North American Ale,American-Style Brown Ale,2010-07-22 20:00:20,,,,,
546,beer_Big_Horn_Total_Disorder_Porter,C.B. & Potts of Cheyenne,Big Horn Total Disorder Porter,Irish Ale,Porter,2010-07-22 20:00:20,,,,,
547,beer_Big_Horn_Wyoming_Blonde,C.B. & Potts of Cheyenne,Big Horn Wyoming Blonde,,,2010-07-22 20:00:20,,,,,
